latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
10.995,-72.991,315.1,3.6,1.8,2020-03-20,1450,T,32,6.0NRT,295.6,40.5,D
9.728,-63.464,324.5,1,1,2020-03-20,1450,T,61,6.0NRT,301.8,11.9,D
9.727,-63.455,323.7,1,1,2020-03-20,1450,T,30,6.0NRT,303.9,10.7,D
10.365,-68.11,320.1,1.5,1.2,2020-03-20,1450,T,41,6.0NRT,301.3,16.2,D
10.363,-68.098,323.6,1.5,1.2,2020-03-20,1450,T,59,6.0NRT,302.7,22.9,D
10.36,-68.104,328.9,1.5,1.2,2020-03-20,1450,T,69,6.0NRT,302.2,33.3,D
10.375,-68.541,318.8,1.6,1.2,2020-03-20,1450,T,48,6.0NRT,299.2,11.5,D
9.568,-62.891,323.6,1,1,2020-03-20,1450,T,63,6.0NRT,296.2,16.4,D
9.567,-62.882,322.7,1,1,2020-03-20,1450,T,67,6.0NRT,299.3,15.1,D
10.458,-69.259,316.8,1.8,1.3,2020-03-20,1450,T,25,6.0NRT,294.8,16.6,D
10.391,-68.926,328.5,1.7,1.3,2020-03-20,1450,T,76,6.0NRT,299.8,43.4,D
9.642,-63.567,361.9,1,1,2020-03-20,1450,T,100,6.0NRT,302.6,80.9,D
9.641,-63.558,351.4,1,1,2020-03-20,1450,T,95,6.0NRT,301.8,54.5,D
10.43,-69.412,316.9,1.9,1.3,2020-03-20,1450,T,39,6.0NRT,298.2,17.4,D
9.619,-63.725,368.7,1,1,2020-03-20,1450,T,100,6.0NRT,308.5,98.2,D
10.225,-68.11,350.4,1.5,1.2,2020-03-20,1450,T,95,6.0NRT,305.4,96.8,D
10.224,-68.099,329.3,1.5,1.2,2020-03-20,1450,T,58,6.0NRT,306.7,31.4,D
10.222,-68.087,331.1,1.5,1.2,2020-03-20,1450,T,73,6.0NRT,306.7,34.7,D
9.933,-66.004,328,1.1,1,2020-03-20,1450,T,66,6.0NRT,301.9,18.4,D
10.197,-68.141,323,1.5,1.2,2020-03-20,1450,T,27,6.0NRT,305.4,16.8,D
10.167,-68.113,323.6,1.5,1.2,2020-03-20,1450,T,60,6.0NRT,305.9,13.6,D
9.998,-66.975,331.5,1.2,1.1,2020-03-20,1450,T,78,6.0NRT,303.6,31.1,D
10.188,-68.515,328.3,1.6,1.2,2020-03-20,1450,T,59,6.0NRT,302.4,29.8,D
10.187,-68.501,352.2,1.6,1.2,2020-03-20,1450,T,95,6.0NRT,304.3,106.6,D
9.979,-67.058,341.6,1.3,1.1,2020-03-20,1450,T,88,6.0NRT,307,41.7,D
9.978,-67.047,340.3,1.2,1.1,2020-03-20,1450,T,87,6.0NRT,307.7,38.8,D
10.485,-71.123,325.2,2.5,1.5,2020-03-20,1450,T,73,6.0NRT,304.2,32.1,D
10.483,-71.1,327.5,2.5,1.5,2020-03-20,1450,T,77,6.0NRT,303.8,44,D
10.469,-71.102,327.5,2.5,1.5,2020-03-20,1450,T,77,6.0NRT,304.5,44.7,D
10.447,-70.921,338.2,2.4,1.5,2020-03-20,1450,T,87,6.0NRT,301.2,104.2,D
10.433,-70.923,356.2,2.4,1.5,2020-03-20,1450,T,98,6.0NRT,301.5,236.8,D
9.915,-66.886,326.9,1.2,1.1,2020-03-20,1450,T,72,6.0NRT,305.9,13.9,D
10.489,-71.106,327,2.5,1.5,2020-03-20,1450,T,76,6.0NRT,304.1,41.4,D
9.913,-66.881,326.9,1.2,1.1,2020-03-20,1450,T,69,6.0NRT,306.3,14.9,D
10.476,-71.107,333.7,2.5,1.5,2020-03-20,1450,T,83,6.0NRT,304.7,73.9,D
9.36,-63.16,324.4,1,1,2020-03-20,1450,T,48,6.0NRT,303.3,12.6,D
10.439,-70.928,362.3,2.4,1.5,2020-03-20,1450,T,100,6.0NRT,300.6,295.1,D
10.436,-70.906,327.9,2.4,1.5,2020-03-20,1450,T,77,6.0NRT,301.5,56.9,D
9.499,-64.16,349.6,1,1,2020-03-20,1450,T,94,6.0NRT,305.1,48.2,D
10.442,-71.064,321.8,2.5,1.5,2020-03-20,1450,T,66,6.0NRT,300.4,24,D
10.028,-67.926,321.9,1.4,1.2,2020-03-20,1450,T,43,6.0NRT,305.3,12,D
9.947,-67.568,332.2,1.3,1.1,2020-03-20,1450,T,79,6.0NRT,311.7,25.3,D
9.945,-67.556,326.6,1.3,1.1,2020-03-20,1450,T,57,6.0NRT,309.1,13.7,D
10.07,-68.653,319.8,1.6,1.2,2020-03-20,1450,T,48,6.0NRT,302.5,15.1,D
10.015,-68.236,322,1.5,1.2,2020-03-20,1450,T,57,6.0NRT,305.5,14,D
10.125,-69.173,332.7,1.8,1.3,2020-03-20,1450,T,76,6.0NRT,300.8,47.8,D
10.038,-68.498,319.8,1.6,1.2,2020-03-20,1450,T,45,6.0NRT,301.4,15.4,D
9.987,-68.105,321.9,1.5,1.2,2020-03-20,1450,T,55,6.0NRT,305,12.1,D
9.551,-64.948,325.9,1,1,2020-03-20,1450,T,58,6.0NRT,299.5,12.4,D
9.549,-64.938,341.8,1,1,2020-03-20,1450,T,88,6.0NRT,300.6,36,D
9.409,-63.98,326.7,1,1,2020-03-20,1450,T,68,6.0NRT,302.9,10.1,D
10.068,-68.646,322.4,1.6,1.2,2020-03-20,1450,T,60,6.0NRT,301.9,18.6,D
10.012,-68.243,323.3,1.5,1.2,2020-03-20,1450,T,39,6.0NRT,304.9,14.4,D
9.916,-67.553,325.2,1.3,1.1,2020-03-20,1450,T,60,6.0NRT,302.2,23.1,D
10.127,-69.163,328.8,1.8,1.3,2020-03-20,1450,T,73,6.0NRT,300.2,35.2,D
9.955,-67.982,324.6,1.4,1.2,2020-03-20,1450,T,64,6.0NRT,304.9,19.8,D
10.044,-68.722,324,1.6,1.3,2020-03-20,1450,T,56,6.0NRT,297.8,26.9,D
9.24,-63.099,344.7,1,1,2020-03-20,1450,T,91,6.0NRT,305.5,41.3,D
9.238,-63.09,358.5,1,1,2020-03-20,1450,T,99,6.0NRT,307.8,74.3,D
9.237,-63.08,336.6,1,1,2020-03-20,1450,T,81,6.0NRT,306.1,29,D
9.907,-67.793,329.4,1.4,1.2,2020-03-20,1450,T,74,6.0NRT,309,22,D
9.232,-63.109,331.6,1,1,2020-03-20,1450,T,64,6.0NRT,303.1,21,D
9.231,-63.1,365.1,1,1,2020-03-20,1450,T,100,6.0NRT,303.2,91.6,D
9.229,-63.091,353.6,1,1,2020-03-20,1450,T,96,6.0NRT,305.5,61.5,D
9.897,-67.794,327,1.4,1.2,2020-03-20,1450,T,67,6.0NRT,308.5,16.8,D
9.223,-63.111,354.6,1,1,2020-03-20,1450,T,97,6.0NRT,303.8,62.7,D
9.222,-63.102,339.8,1,1,2020-03-20,1450,T,82,6.0NRT,301.2,28.6,D
9.975,-68.455,345.7,1.5,1.2,2020-03-20,1450,T,91,6.0NRT,304,81.4,D
9.962,-68.361,336.6,1.5,1.2,2020-03-20,1450,T,84,6.0NRT,310.5,42.7,D
9.424,-64.518,333.3,1,1,2020-03-20,1450,T,80,6.0NRT,309.7,15.4,D
9.422,-64.509,328.8,1,1,2020-03-20,1450,T,73,6.0NRT,309.7,9,D
9.214,-63.112,340.7,1,1,2020-03-20,1450,T,84,6.0NRT,304,34.3,D
9.893,-67.925,336.1,1.4,1.2,2020-03-20,1450,T,83,6.0NRT,308.9,37.7,D
9.882,-67.926,352,1.4,1.2,2020-03-20,1450,T,95,6.0NRT,308.7,86,D
9.953,-68.545,337,1.6,1.2,2020-03-20,1450,T,84,6.0NRT,305.7,55.8,D
9.937,-68.42,323.7,1.5,1.2,2020-03-20,1450,T,29,6.0NRT,305.6,13.3,D
9.185,-63.107,334.8,1,1,2020-03-20,1450,T,61,6.0NRT,302.6,22.1,D
9.946,-68.425,325.1,1.5,1.2,2020-03-20,1450,T,49,6.0NRT,305.6,16.3,D
9.391,-64.547,333,1,1,2020-03-20,1450,T,70,6.0NRT,307.6,16.3,D
9.179,-63.123,335.5,1,1,2020-03-20,1450,T,78,6.0NRT,307.3,22.6,D
9.178,-63.114,338.5,1,1,2020-03-20,1450,T,81,6.0NRT,307.6,28.9,D
9.952,-68.551,333.9,1.6,1.2,2020-03-20,1450,T,81,6.0NRT,304.6,46.6,D
9.95,-68.538,323.1,1.6,1.2,2020-03-20,1450,T,57,6.0NRT,303.6,20.3,D
9.382,-64.548,327.6,1,1,2020-03-20,1450,T,39,6.0NRT,307.6,10.3,D
9.173,-63.143,414.1,1,1,2020-03-20,1450,T,100,6.0NRT,304.9,350.3,D
9.27,-64.04,328.5,1,1,2020-03-20,1450,T,69,6.0NRT,304.4,14.6,D
10.202,-70.927,322,2.4,1.5,2020-03-20,1450,T,53,6.0NRT,301.9,22.3,D
9.848,-68.19,343.6,1.5,1.2,2020-03-20,1450,T,89,6.0NRT,306.4,62.2,D
9.846,-68.177,358,1.5,1.2,2020-03-20,1450,T,98,6.0NRT,307.7,117.2,D
10.172,-70.795,319.2,2.3,1.5,2020-03-20,1450,T,49,6.0NRT,300.3,24.5,D
9.837,-68.192,326.8,1.5,1.2,2020-03-20,1450,T,65,6.0NRT,308.6,18.3,D
9.835,-68.179,335.9,1.5,1.2,2020-03-20,1450,T,82,6.0NRT,307.9,39.1,D
9.17,-63.491,328.4,1,1,2020-03-20,1450,T,66,6.0NRT,300.3,17.6,D
9.851,-68.383,353.1,1.5,1.2,2020-03-20,1450,T,96,6.0NRT,308.1,98.7,D
9.849,-68.39,336.5,1.5,1.2,2020-03-20,1450,T,83,6.0NRT,306.4,40.2,D
9.847,-68.376,326.6,1.5,1.2,2020-03-20,1450,T,66,6.0NRT,306.5,14.6,D
9.263,-64.305,325.2,1,1,2020-03-20,1450,T,57,6.0NRT,307.1,7.9,D
9.846,-68.446,328.3,1.5,1.2,2020-03-20,1450,T,72,6.0NRT,308.5,20.6,D
9.798,-68.097,344,1.4,1.2,2020-03-20,1450,T,90,6.0NRT,309.3,59.7,D
9.835,-68.448,333.1,1.5,1.2,2020-03-20,1450,T,79,6.0NRT,308.3,31.9,D
9.787,-68.098,347.8,1.4,1.2,2020-03-20,1450,T,92,6.0NRT,309.7,71.4,D
9.235,-64.3,346.4,1,1,2020-03-20,1450,T,91,6.0NRT,307.6,39.4,D
8.962,-62.542,324.1,1.1,1,2020-03-20,1450,T,71,6.0NRT,304.2,8.6,D
10.488,-74.079,314.9,4.3,1.9,2020-03-20,1450,T,18,6.0NRT,294.5,39.6,D
10.47,-74.081,316,4.3,1.9,2020-03-20,1450,T,44,6.0NRT,293.9,45.3,D
9.759,-68.291,326.2,1.5,1.2,2020-03-20,1450,T,68,6.0NRT,305.1,16.8,D
8.945,-62.683,337.2,1.1,1,2020-03-20,1450,T,70,6.0NRT,304.8,28.8,D
9.78,-68.628,323.1,1.6,1.2,2020-03-20,1450,T,20,6.0NRT,302.2,17.8,D
8.008,-56.986,321,2.7,1.6,2020-03-20,1450,T,73,6.0NRT,290.6,64.8,D
9.419,-66.004,334.9,1.1,1,2020-03-20,1450,T,79,6.0NRT,308.3,22.4,D
10.485,-74.085,316.7,4.3,1.9,2020-03-20,1450,T,53,6.0NRT,294.5,54.4,D
10.48,-74.043,317.5,4.3,1.9,2020-03-20,1450,T,57,6.0NRT,294.5,59.9,D
9.78,-68.634,330.6,1.6,1.2,2020-03-20,1450,T,75,6.0NRT,302.3,35.7,D
9.778,-68.619,324.7,1.6,1.2,2020-03-20,1450,T,53,6.0NRT,302.1,20.2,D
9.825,-69.049,325.8,1.7,1.3,2020-03-20,1450,T,67,6.0NRT,302,25.4,D
9.769,-68.635,321.1,1.6,1.2,2020-03-20,1450,T,30,6.0NRT,302.4,14.1,D
9.582,-67.285,333.3,1.3,1.1,2020-03-20,1450,T,77,6.0NRT,309.7,19.9,D
8.017,-56.99,312.1,2.7,1.6,2020-03-20,1450,T,53,6.0NRT,290.7,32.8,D
10.012,-70.553,319.4,2.2,1.4,2020-03-20,1450,T,58,6.0NRT,298.2,30,D
9.574,-67.298,368,1.3,1.1,2020-03-20,1450,T,100,6.0NRT,310.6,129.1,D
9.572,-67.287,330.3,1.3,1.1,2020-03-20,1450,T,72,6.0NRT,309.5,12.8,D
9.737,-68.567,328.1,1.6,1.2,2020-03-20,1450,T,71,6.0NRT,304.6,23.5,D
9.762,-68.841,323.2,1.6,1.3,2020-03-20,1450,T,57,6.0NRT,299.6,26,D
9.597,-67.693,346.5,1.4,1.2,2020-03-20,1450,T,91,6.0NRT,311.5,53.8,D
9.595,-67.681,350.8,1.4,1.2,2020-03-20,1450,T,94,6.0NRT,313,67,D
9.774,-69.103,332.5,1.7,1.3,2020-03-20,1450,T,78,6.0NRT,302.1,45.5,D
9.772,-69.087,324.3,1.7,1.3,2020-03-20,1450,T,63,6.0NRT,300.7,23.9,D
9.65,-68.164,331.8,1.5,1.2,2020-03-20,1450,T,66,6.0NRT,311,17.6,D
9.585,-67.683,338.5,1.4,1.2,2020-03-20,1450,T,79,6.0NRT,309.7,32.4,D
10.277,-73.473,320.6,3.8,1.8,2020-03-20,1450,T,55,6.0NRT,297.6,59.3,D
10.18,-72.471,320.1,3.2,1.7,2020-03-20,1450,T,67,6.0NRT,297,32.9,D
9.271,-65.744,327.1,1.1,1,2020-03-20,1450,T,64,6.0NRT,307.3,8.7,D
10.271,-73.48,321.2,3.8,1.8,2020-03-20,1450,T,68,6.0NRT,298.1,66.6,D
9.679,-68.816,321.7,1.6,1.3,2020-03-20,1450,T,31,6.0NRT,303.2,11.1,D
9.13,-64.965,325.5,1,1,2020-03-20,1450,T,49,6.0NRT,303.8,7.9,D
9.919,-70.962,326.5,2.4,1.5,2020-03-20,1450,T,75,6.0NRT,300.9,41.5,D
9.863,-70.708,318.1,2.3,1.5,2020-03-20,1450,T,49,6.0NRT,298.4,26.2,D
8.892,-64.038,328.7,1,1,2020-03-20,1450,T,57,6.0NRT,308.6,10.6,D
8.891,-64.029,329.9,1,1,2020-03-20,1450,T,61,6.0NRT,306.7,12.2,D
10.137,-73.682,317.3,3.9,1.8,2020-03-20,1450,T,58,6.0NRT,297.1,40.7,D
9.777,-70.66,324.4,2.3,1.5,2020-03-20,1450,T,47,6.0NRT,300.3,37.4,D
9.535,-68.768,332.9,1.6,1.2,2020-03-20,1450,T,77,6.0NRT,305.1,34.2,D
8.935,-64.454,327.6,1,1,2020-03-20,1450,T,45,6.0NRT,307.6,8.4,D
8.934,-64.445,377,1,1,2020-03-20,1450,T,100,6.0NRT,311.7,123.4,D
8.933,-64.436,370.4,1,1,2020-03-20,1450,T,100,6.0NRT,311.8,99.9,D
8.925,-64.446,326.5,1,1,2020-03-20,1450,T,42,6.0NRT,305.3,6.9,D
9.534,-68.76,328.6,1.6,1.2,2020-03-20,1450,T,69,6.0NRT,305,24.3,D
9.779,-70.666,321.4,2.3,1.5,2020-03-20,1450,T,24,6.0NRT,300.1,27.3,D
10.149,-73.687,316.7,3.9,1.8,2020-03-20,1450,T,55,6.0NRT,296.7,37.4,D
9.957,-72.511,322.7,3.2,1.7,2020-03-20,1450,T,71,6.0NRT,296.4,53.8,D
9.953,-72.483,321.5,3.2,1.7,2020-03-20,1450,T,69,6.0NRT,295.2,49,D
9.395,-68.231,329,1.5,1.2,2020-03-20,1450,T,58,6.0NRT,309.1,14.7,D
9.248,-67.154,354.5,1.2,1.1,2020-03-20,1450,T,96,6.0NRT,309,74.7,D
9.246,-67.143,334.9,1.2,1.1,2020-03-20,1450,T,79,6.0NRT,307.5,23.3,D
9.239,-67.167,334.1,1.2,1.1,2020-03-20,1450,T,77,6.0NRT,306.6,21.8,D
9.238,-67.155,347,1.2,1.1,2020-03-20,1450,T,91,6.0NRT,308.3,51.5,D
9.236,-67.144,327.6,1.2,1.1,2020-03-20,1450,T,53,6.0NRT,305,9.8,D
9.229,-67.168,331.5,1.2,1.1,2020-03-20,1450,T,73,6.0NRT,305.6,16,D
9.228,-67.157,328.6,1.2,1.1,2020-03-20,1450,T,60,6.0NRT,304.1,10.6,D
9.218,-67.158,328.3,1.2,1.1,2020-03-20,1450,T,62,6.0NRT,306.4,10.4,D
9.367,-68.877,325.3,1.6,1.3,2020-03-20,1450,T,56,6.0NRT,304.2,12.9,D
9.365,-68.863,331.1,1.6,1.3,2020-03-20,1450,T,74,6.0NRT,304.7,26.5,D
9.365,-68.869,333.6,1.6,1.3,2020-03-20,1450,T,78,6.0NRT,304.6,33.9,D
9.043,-66.861,335.3,1.2,1.1,2020-03-20,1450,T,80,6.0NRT,307.6,24.8,D
9.341,-69.115,326.3,1.7,1.3,2020-03-20,1450,T,59,6.0NRT,300.7,20.9,D
9.337,-69.085,323.6,1.7,1.3,2020-03-20,1450,T,40,6.0NRT,301.6,13.2,D
8.635,-64.352,340.7,1,1,2020-03-20,1450,T,83,6.0NRT,303.2,30.5,D
8.639,-64.761,321.5,1,1,2020-03-20,1450,T,39,6.0NRT,299.3,8.9,D
9.017,-67.712,334.3,1.3,1.1,2020-03-20,1450,T,76,6.0NRT,308.8,23.8,D
9.016,-67.7,354.5,1.3,1.1,2020-03-20,1450,T,96,6.0NRT,308.3,81.1,D
9.019,-67.706,347.9,1.3,1.1,2020-03-20,1450,T,92,6.0NRT,309.7,60.2,D
9.017,-67.694,334.6,1.3,1.1,2020-03-20,1450,T,79,6.0NRT,307.1,26.5,D
9.024,-68.2,324.4,1.4,1.2,2020-03-20,1450,T,40,6.0NRT,303.4,10.9,D
9.022,-68.187,328.3,1.4,1.2,2020-03-20,1450,T,67,6.0NRT,305,18.5,D
8.522,-65.031,340.6,1,1,2020-03-20,1450,T,83,6.0NRT,299.5,33.3,D
9.088,-69.277,323.7,1.7,1.3,2020-03-20,1450,T,51,6.0NRT,301.6,18.8,D
8.863,-68.288,335.6,1.4,1.2,2020-03-20,1450,T,81,6.0NRT,307.2,34.9,D
8.787,-67.886,332.7,1.4,1.2,2020-03-20,1450,T,77,6.0NRT,306.4,27.9,D
8.78,-68.044,337.4,1.4,1.2,2020-03-20,1450,T,81,6.0NRT,309.9,33.2,D
8.873,-68.951,334.1,1.6,1.3,2020-03-20,1450,T,79,6.0NRT,304.5,41.8,D
8.861,-68.953,331.5,1.6,1.3,2020-03-20,1450,T,76,6.0NRT,303.1,34.8,D
8.826,-69.032,343.6,1.6,1.3,2020-03-20,1450,T,89,6.0NRT,303.3,74.5,D
8.827,-69.039,334.4,1.6,1.3,2020-03-20,1450,T,80,6.0NRT,302.8,43.6,D
8.825,-69.024,331.9,1.6,1.3,2020-03-20,1450,T,77,6.0NRT,303.2,37,D
8.816,-69.04,335.1,1.6,1.3,2020-03-20,1450,T,81,6.0NRT,301.3,47.6,D
8.706,-68.322,325.4,1.4,1.2,2020-03-20,1450,T,51,6.0NRT,304.8,12.6,D
8.704,-68.309,337.4,1.4,1.2,2020-03-20,1450,T,83,6.0NRT,304.5,40.2,D
8.616,-68.137,331.1,1.4,1.2,2020-03-20,1450,T,74,6.0NRT,304,24.2,D
8.614,-68.125,330.1,1.4,1.2,2020-03-20,1450,T,73,6.0NRT,304.7,22.3,D
8.609,-68.132,337.9,1.4,1.2,2020-03-20,1450,T,84,6.0NRT,304.9,42.3,D
8.481,-67.513,327.2,1.3,1.1,2020-03-20,1450,T,67,6.0NRT,302.7,18.4,D
8.479,-67.501,327.4,1.3,1.1,2020-03-20,1450,T,68,6.0NRT,302.4,17.7,D
8.645,-68.79,323.8,1.6,1.2,2020-03-20,1450,T,50,6.0NRT,303.4,13.7,D
8.616,-68.758,323.3,1.6,1.2,2020-03-20,1450,T,33,6.0NRT,302.3,12.5,D
8.605,-68.76,322.9,1.6,1.2,2020-03-20,1450,T,13,6.0NRT,302.8,12.6,D
8.093,-65.751,325.3,1,1,2020-03-20,1450,T,65,6.0NRT,296.4,12.7,D
8.273,-67.415,340.7,1.3,1.1,2020-03-20,1450,T,86,6.0NRT,303.2,43.7,D
8.09,-66.56,333.2,1.1,1.1,2020-03-20,1450,T,79,6.0NRT,307.5,16,D
7.735,-64.252,343.6,1,1,2020-03-20,1450,T,91,6.0NRT,303,37.5,D
7.733,-64.243,334.8,1,1,2020-03-20,1450,T,84,6.0NRT,304,23.5,D
7.662,-63.765,321.1,1,1,2020-03-20,1450,T,65,6.0NRT,293.3,12.3,D
7.661,-63.756,320.4,1,1,2020-03-20,1450,T,63,6.0NRT,293.8,11.4,D
7.723,-64.235,326.1,1,1,2020-03-20,1450,T,39,6.0NRT,296.5,12.9,D
8.34,-68.654,327.7,1.5,1.2,2020-03-20,1450,T,54,6.0NRT,306,21.3,D
8.339,-68.64,329,1.5,1.2,2020-03-20,1450,T,58,6.0NRT,303.4,26.3,D
7.836,-65.506,332.7,1,1,2020-03-20,1450,T,63,6.0NRT,301.8,18.9,D
8.261,-69.258,324.2,1.7,1.3,2020-03-20,1450,T,67,6.0NRT,301.5,19.5,D
7.791,-66.025,331.2,1.1,1,2020-03-20,1450,T,78,6.0NRT,301.2,17.7,D
7.79,-66.016,328.2,1.1,1,2020-03-20,1450,T,69,6.0NRT,300.9,14.5,D
8.77,-73.732,374.4,3.8,1.8,2020-03-20,1450,T,87,6.0NRT,295.9,840,D
7.544,-64.457,337,1,1,2020-03-20,1450,T,86,6.0NRT,300.1,27.7,D
7.543,-64.448,322.3,1,1,2020-03-20,1450,T,53,6.0NRT,299.6,8.6,D
8.046,-68.119,327.4,1.4,1.2,2020-03-20,1450,T,61,6.0NRT,305.1,14.4,D
8.044,-68.107,329.9,1.4,1.2,2020-03-20,1450,T,76,6.0NRT,306.6,19.9,D
8.044,-68.182,323.6,1.4,1.2,2020-03-20,1450,T,50,6.0NRT,303.3,11,D
8.763,-73.739,364.8,3.8,1.8,2020-03-20,1450,T,0,6.0NRT,295,623,D
8.759,-73.704,325.1,3.8,1.8,2020-03-20,1450,T,64,6.0NRT,295.4,87,D
8.035,-68.196,371.9,1.4,1.2,2020-03-20,1450,T,100,6.0NRT,305.7,174.1,D
8.033,-68.184,392.4,1.4,1.2,2020-03-20,1450,T,100,6.0NRT,308.1,316.3,D
7.981,-67.881,332.6,1.3,1.1,2020-03-20,1450,T,74,6.0NRT,303.2,26.1,D
7.715,-66.071,324.9,1.1,1,2020-03-20,1450,T,36,6.0NRT,301.5,12.4,D
8.747,-73.925,314.2,3.9,1.8,2020-03-20,1450,T,60,6.0NRT,293.9,32.6,D
8.109,-69.23,321,1.6,1.3,2020-03-20,1450,T,43,6.0NRT,300.2,12.5,D
7.976,-68.275,325.4,1.4,1.2,2020-03-20,1450,T,64,6.0NRT,304.4,14.1,D
7.974,-68.262,323.3,1.4,1.2,2020-03-20,1450,T,51,6.0NRT,302.8,10.6,D
8.657,-73.477,311.3,3.6,1.8,2020-03-20,1450,T,25,6.0NRT,292.9,26.6,D
8.036,-68.946,324.8,1.6,1.2,2020-03-20,1450,T,67,6.0NRT,302.2,20.7,D
8.025,-68.947,319.7,1.6,1.2,2020-03-20,1450,T,17,6.0NRT,300.8,9.7,D
7.937,-68.306,391.1,1.4,1.2,2020-03-20,1450,T,0,6.0NRT,305.8,318.3,D
7.935,-68.293,358.2,1.4,1.2,2020-03-20,1450,T,75,6.0NRT,303.8,114.6,D
7.927,-68.23,327.2,1.4,1.2,2020-03-20,1450,T,62,6.0NRT,302.4,20.6,D
7.925,-68.218,356.2,1.4,1.2,2020-03-20,1450,T,92,6.0NRT,305,103.2,D
8.024,-69.196,329,1.6,1.3,2020-03-20,1450,T,75,6.0NRT,301.2,29.8,D
7.874,-68.074,327.6,1.4,1.2,2020-03-20,1450,T,33,6.0NRT,304.6,14,D
8.025,-69.202,323.8,1.6,1.3,2020-03-20,1450,T,63,6.0NRT,300.8,18.2,D
7.93,-68.603,323.6,1.5,1.2,2020-03-20,1450,T,63,6.0NRT,303.2,14.4,D
7.755,-67.582,325.8,1.3,1.1,2020-03-20,1450,T,68,6.0NRT,303,14.9,D
7.518,-66.044,328.2,1.1,1,2020-03-20,1450,T,62,6.0NRT,302.3,13,D
7.728,-67.608,326,1.3,1.1,2020-03-20,1450,T,31,6.0NRT,303,11.5,D
7.853,-68.6,323.2,1.5,1.2,2020-03-20,1450,T,57,6.0NRT,302.2,12.1,D
7.851,-68.587,331.6,1.5,1.2,2020-03-20,1450,T,78,6.0NRT,302.4,30.4,D
7.641,-67.211,327,1.2,1.1,2020-03-20,1450,T,69,6.0NRT,304,15.8,D
7.901,-69.301,363.7,1.7,1.3,2020-03-20,1450,T,100,6.0NRT,304.4,174.9,D
7.898,-69.286,367,1.7,1.3,2020-03-20,1450,T,100,6.0NRT,308,193,D
7.896,-69.271,330.6,1.6,1.3,2020-03-20,1450,T,77,6.0NRT,304.5,32.7,D
7.894,-69.256,345.4,1.6,1.3,2020-03-20,1450,T,91,6.0NRT,303.3,82.6,D
7.889,-69.302,380.8,1.7,1.3,2020-03-20,1450,T,100,6.0NRT,308.7,300,D
7.887,-69.287,367.7,1.7,1.3,2020-03-20,1450,T,100,6.0NRT,308.2,198,D
7.544,-66.808,324.3,1.1,1.1,2020-03-20,1450,T,68,6.0NRT,300.7,9.4,D
7.88,-69.319,359.9,1.7,1.3,2020-03-20,1450,T,99,6.0NRT,300.2,153.6,D
7.878,-69.304,411.1,1.7,1.3,2020-03-20,1450,T,100,6.0NRT,307.6,654.5,D
7.876,-69.289,343.8,1.7,1.3,2020-03-20,1450,T,90,6.0NRT,304.4,72.9,D
7.874,-69.274,327.9,1.6,1.3,2020-03-20,1450,T,61,6.0NRT,302.1,25.1,D
7.524,-66.801,325.1,1.1,1.1,2020-03-20,1450,T,65,6.0NRT,302.2,10.4,D
7.912,-69.74,341.7,1.8,1.3,2020-03-20,1450,T,88,6.0NRT,301.1,77.4,D
7.677,-67.978,330.9,1.3,1.1,2020-03-20,1450,T,77,6.0NRT,304.1,22.8,D
7.68,-67.984,323.9,1.3,1.1,2020-03-20,1450,T,62,6.0NRT,303.2,11.4,D
7.678,-67.972,325.6,1.3,1.1,2020-03-20,1450,T,67,6.0NRT,304.2,14.7,D
7.733,-68.43,327.9,1.4,1.2,2020-03-20,1450,T,50,6.0NRT,304.7,18.6,D
7.905,-69.747,336.1,1.8,1.3,2020-03-20,1450,T,83,6.0NRT,300.5,58.2,D
7.903,-69.731,333.1,1.8,1.3,2020-03-20,1450,T,80,6.0NRT,301,45.9,D
7.724,-68.445,340.8,1.4,1.2,2020-03-20,1450,T,87,6.0NRT,303.7,51.2,D
7.722,-68.432,352.8,1.4,1.2,2020-03-20,1450,T,96,6.0NRT,307.2,89,D
7.713,-68.446,345.2,1.4,1.2,2020-03-20,1450,T,91,6.0NRT,303.2,64.1,D
7.712,-68.433,349.6,1.4,1.2,2020-03-20,1450,T,94,6.0NRT,306.4,76.8,D
7.602,-67.802,345.5,1.3,1.1,2020-03-20,1450,T,91,6.0NRT,303.8,55,D
7.485,-66.97,328.4,1.2,1.1,2020-03-20,1450,T,64,6.0NRT,301,15.6,D
7.44,-66.653,327.6,1.1,1.1,2020-03-20,1450,T,65,6.0NRT,305.1,15.2,D
7.594,-67.815,350.7,1.3,1.1,2020-03-20,1450,T,94,6.0NRT,302.9,71.5,D
7.592,-67.804,407.8,1.3,1.1,2020-03-20,1450,T,100,6.0NRT,309.4,420.9,D
7.591,-67.792,328.6,1.3,1.1,2020-03-20,1450,T,73,6.0NRT,301.5,18.3,D
7.475,-66.971,326.7,1.2,1.1,2020-03-20,1450,T,53,6.0NRT,301.9,14.1,D
7.388,-66.667,333.3,1.1,1.1,2020-03-20,1450,T,70,6.0NRT,302.3,25.7,D
7.387,-66.657,343.3,1.1,1.1,2020-03-20,1450,T,85,6.0NRT,301.9,45.2,D
7.334,-66.757,326.6,1.1,1.1,2020-03-20,1450,T,54,6.0NRT,300.6,16.2,D
